"x","y","z","mx","my","mz"
0.1791,0,0,8.809e-06,0.98622,0.16309
0.18,0,0,7.2311e-05,0.98547,0.1697
0.1809,0,0,8.7575e-05,0.98408,0.1759
0.1818,0,0,8.2585e-05,0.98268,0.18214
0.1827,0,0,7.7596e-05,0.98127,0.18837
0.1836,0,0,7.2606e-05,0.97987,0.19461
0.1845,0,0,6.7617e-05,0.97846,0.20084
0.1854,0,0,6.2627e-05,0.97706,0.20708
0.1863,0,0,5.7638e-05,0.97565,0.21331
0.1872,0,0,5.2648e-05,0.97425,0.21954
0.1881,0,0,4.7659e-05,0.97284,0.22578
0.189,0,0,4.2669e-05,0.97144,0.23201
0.1899,0,0,3.768e-05,0.97003,0.23825
0.1908,0,0,3.269e-05,0.96863,0.24448
0.1917,0,0,2.7701e-05,0.96722,0.25072
0.1926,0,0,2.2711e-05,0.96581,0.25695
0.1935,0,0,3.7762e-05,0.9643,0.26302
0.1944,0,0,9.8567e-05,0.96252,0.26872
0.1953,0,0,0.00015937,0.96075,0.27441
0.1962,0,0,0.00022018,0.95898,0.2801
0.1971,0,0,0.00028098,0.95721,0.2858
0.198,0,0,0.00034179,0.95543,0.29149
0.1989,0,0,0.00040259,0.95366,0.29718
0.1998,0,0,0.0004634,0.95189,0.30288
0.2007,0,0,0.0005242,0.95012,0.30857
0.2016,0,0,0.00058501,0.94834,0.31426
0.2025,0,0,0.00052645,0.94654,0.32001
0.2034,0,0,0.00038616,0.94472,0.3258
0.2043,0,0,0.00024586,0.94289,0.33159
0.2052,0,0,0.00010557,0.94107,0.33738
0.2061,0,0,-0.00018253,0.93901,0.34279
0.207,0,0,-0.00047479,0.93694,0.34818
0.2079,0,0,-0.00056263,0.93481,0.35349
0.2088,0,0,-0.00046158,0.93264,0.35871
0.2097,0,0,-0.00036053,0.93046,0.36394
0.2106,0,0,-0.00025948,0.92829,0.36916
0.2115,0,0,-0.00015843,0.92612,0.37438
0.2124,0,0,-5.7375e-05,0.92394,0.3796
0.2133,0,0,4.3677e-05,0.92177,0.38482
0.2142,0,0,0.00014473,0.91959,0.39005
0.2151,0,0,0.00024578,0.91742,0.39527
0.216,0,0,0.00034683,0.91524,0.40049
0.2169,0,0,0.00044788,0.91307,0.40571
0.2178,0,0,0.00054893,0.9109,0.41094
0.2187,0,0,0.00064999,0.90872,0.41616
0.2196,0,0,0.00075104,0.90655,0.42138
0.2205,0,0,0.00046734,0.90417,0.42635
0.2214,0,0,0.0001276,0.90177,0.43129
0.2223,0,0,-7.6769e-05,0.89933,0.43616
0.2232,0,0,-5.9228e-05,0.89685,0.44091
0.2241,0,0,-4.1688e-05,0.89436,0.44566
0.225,0,0,-2.4148e-05,0.89188,0.4504
0.2259,0,0,-6.6074e-06,0.88939,0.45515
0.2268,0,0,1.0933e-05,0.88691,0.4599
0.2277,0,0,2.8473e-05,0.88443,0.46465
0.2286,0,0,4.6014e-05,0.88194,0.4694
0.2295,0,0,6.3554e-05,0.87946,0.47415
0.2304,0,0,8.1094e-05,0.87697,0.4789
0.2313,0,0,9.8635e-05,0.87449,0.48365
0.2322,0,0,0.00011618,0.872,0.48839
0.2331,0,0,0.00013372,0.86952,0.49314
0.234,0,0,0.00012537,0.86703,0.49785
0.2349,0,0,-7.2769e-05,0.86446,0.5022
0.2358,0,0,-0.00027091,0.86189,0.50656
0.2367,0,0,-0.00024515,0.85918,0.51091
0.2376,0,0,-0.00016184,0.85644,0.51526
0.2385,0,0,-7.8536e-05,0.8537,0.51961
0.2394,0,0,4.7708e-06,0.85096,0.52396
0.2403,0,0,8.8077e-05,0.84821,0.52831
0.2412,0,0,0.00017138,0.84547,0.53266
0.2421,0,0,0.00025469,0.84273,0.53701
0.243,0,0,0.000338,0.83999,0.54136
0.2439,0,0,0.0004213,0.83724,0.54571
0.2448,0,0,0.00050461,0.8345,0.55006
0.2457,0,0,0.00052575,0.83175,0.55433
0.2466,0,0,0.00037022,0.82896,0.55838
0.2475,0,0,0.00021469,0.82618,0.56243
0.2484,0,0,5.9162e-05,0.82339,0.56648
0.2493,0,0,-9.6369e-05,0.82061,0.57053
0.2502,0,0,-0.0002519,0.81782,0.57457
0.2511,0,0,-0.00040743,0.81503,0.57862
0.252,0,0,-0.00043825,0.81223,0.58255
0.2529,0,0,-0.00030227,0.80939,0.58632
0.2538,0,0,-0.00016629,0.80655,0.59008
0.2547,0,0,-3.0314e-05,0.80372,0.59385
0.2556,0,0,0.00010566,0.80088,0.59761
0.2565,0,0,0.00024164,0.79804,0.60138
0.2574,0,0,0.00037762,0.79521,0.60514
0.2583,0,0,0.0005136,0.79237,0.60891
0.2592,0,0,0.00064958,0.78953,0.61267
0.2601,0,0,0.00078556,0.7867,0.61644
0.261,0,0,0.00073766,0.7838,0.62016
