"x","y","z","mx","my","mz"
0.9,0,0.0084,0.036087,-0.95307,0.29906
0.9,0,0.0086,0.036945,-0.95304,0.29908
0.9,0,0.0088,0.037804,-0.95301,0.2991
0.9,0,0.009,0.038662,-0.95297,0.29911
0.9,0,0.0092,0.039521,-0.95294,0.29913
0.9,0,0.0094,0.040379,-0.95291,0.29915
0.9,0,0.0096,0.041238,-0.95287,0.29917
0.9,0,0.0098,0.042096,-0.95284,0.29918
0.9,0,0.01,0.042955,-0.95281,0.2992
0.9,0,0.0102,0.043813,-0.95277,0.29922
0.9,0,0.0104,0.044672,-0.95274,0.29924
0.9,0,0.0106,0.04553,-0.95271,0.29925
0.9,0,0.0108,0.046389,-0.95268,0.29927
0.9,0,0.011,0.047247,-0.95264,0.29929
0.9,0,0.0112,0.048105,-0.95261,0.29931
0.9,0,0.0114,0.048964,-0.95258,0.29932
0.9,0,0.0116,0.049822,-0.95254,0.29934
0.9,0,0.0118,0.050681,-0.95251,0.29936
0.9,0,0.012,0.051539,-0.95248,0.29938
0.9,0,0.0122,0.052398,-0.95244,0.29939
0.9,0,0.0124,0.053256,-0.95241,0.29941
0.9,0,0.0126,0.054115,-0.95238,0.29943
0.9,0,0.0128,0.054973,-0.95234,0.29945
0.9,0,0.013,0.055832,-0.95231,0.29946
0.9,0,0.0132,0.05669,-0.95228,0.29948
0.9,0,0.0134,0.057549,-0.95224,0.2995
0.9,0,0.0136,0.058407,-0.95221,0.29952
0.9,0,0.0138,0.059266,-0.95218,0.29953
0.9,0,0.014,0.060124,-0.95215,0.29955
0.9,0,0.0142,0.060983,-0.95211,0.29957
0.9,0,0.0144,0.061851,-0.95204,0.29961
0.9,0,0.0146,0.062727,-0.95194,0.29966
0.9,0,0.0148,0.063603,-0.95184,0.29971
0.9,0,0.015,0.064478,-0.95173,0.29976
0.9,0,0.0152,0.065354,-0.95163,0.29981
0.9,0,0.0154,0.06623,-0.95153,0.29987
0.9,0,0.0156,0.067106,-0.95143,0.29992
0.9,0,0.0158,0.067981,-0.95132,0.29997
0.9,0,0.016,0.068857,-0.95122,0.30002
0.9,0,0.0162,0.069733,-0.95112,0.30008
0.9,0,0.0164,0.070609,-0.95102,0.30013
0.9,0,0.0166,0.071484,-0.95092,0.30018
0.9,0,0.0168,0.07236,-0.95081,0.30023
0.9,0,0.017,0.073236,-0.95071,0.30028
0.9,0,0.0172,0.074111,-0.95061,0.30034
0.9,0,0.0174,0.074987,-0.95051,0.30039
0.9,0,0.0176,0.075863,-0.95041,0.30044
0.9,0,0.0178,0.076739,-0.9503,0.30049
0.9,0,0.018,0.077614,-0.9502,0.30055
0.9,0,0.0182,0.07849,-0.9501,0.3006
0.9,0,0.0184,0.079366,-0.95,0.30065
0.9,0,0.0186,0.080242,-0.9499,0.3007
0.9,0,0.0188,0.081117,-0.94979,0.30075
0.9,0,0.019,0.081993,-0.94969,0.30081
0.9,0,0.0192,0.082869,-0.94959,0.30086
0.9,0,0.0194,0.083745,-0.94949,0.30091
0.9,0,0.0196,0.08462,-0.94938,0.30096
0.9,0,0.0198,0.085496,-0.94928,0.30101
0.9,0,0.02,0.086372,-0.94918,0.30107
0.9,0,0.0202,0.087247,-0.94908,0.30112
0.9,0,0.0204,0.088123,-0.94898,0.30117
0.9,0,0.0206,0.088999,-0.94887,0.30122
0.9,0,0.0208,0.089875,-0.94877,0.30128
0.9,0,0.021,0.09075,-0.94867,0.30133
0.9,0,0.0212,0.091626,-0.94857,0.30138
0.9,0,0.0214,0.092502,-0.94847,0.30143
0.9,0,0.0216,0.093378,-0.94836,0.30148
0.9,0,0.0218,0.094253,-0.94826,0.30154
0.9,0,0.022,0.095129,-0.94816,0.30159
0.9,0,0.0222,0.096005,-0.94806,0.30164
0.9,0,0.0224,0.09688,-0.94796,0.30169
0.9,0,0.0226,0.097756,-0.94785,0.30175
0.9,0,0.0228,0.098632,-0.94775,0.3018
0.9,0,0.023,0.099508,-0.94765,0.30185
0.9,0,0.0232,0.10038,-0.94755,0.3019
0.9,0,0.0234,0.10126,-0.94744,0.30195
0.9,0,0.0236,0.10213,-0.94734,0.30201
0.9,0,0.0238,0.10301,-0.94724,0.30206
0.9,0,0.024,0.10389,-0.94714,0.30211
0.9,0,0.0242,0.10476,-0.94704,0.30216
0.9,0,0.0244,0.10564,-0.94693,0.30222
0.9,0,0.0246,0.10651,-0.94683,0.30227
0.9,0,0.0248,0.10739,-0.94673,0.30232
0.9,0,0.025,0.10827,-0.94663,0.30237
0.9,0,0.0252,0.10914,-0.94653,0.30242
0.9,0,0.0254,0.11002,-0.94642,0.30248
0.9,0,0.0256,0.11089,-0.94632,0.30253
0.9,0,0.0258,0.11177,-0.94622,0.30258
0.9,0,0.026,0.11264,-0.94612,0.30263
0.9,0,0.0262,0.11352,-0.94601,0.30268
0.9,0,0.0264,0.1144,-0.94591,0.30274
0.9,0,0.0266,0.11527,-0.94581,0.30279
0.9,0,0.0268,0.11615,-0.94571,0.30284
0.9,0,0.027,0.11702,-0.94561,0.30289
0.9,0,0.0272,0.1179,-0.9455,0.30295
0.9,0,0.0274,0.11877,-0.9454,0.303
0.9,0,0.0276,0.11965,-0.9453,0.30305
0.9,0,0.0278,0.12053,-0.9452,0.3031
0.9,0,0.028,0.1214,-0.9451,0.30315
0.9,0,0.0282,0.12228,-0.94499,0.30321
0.9,0,0.0284,0.12315,-0.94489,0.30326
0.9,0,0.0286,0.12403,-0.94478,0.30332
0.9,0,0.0288,0.12494,-0.9446,0.30341
0.9,0,0.029,0.12585,-0.94442,0.3035
0.9,0,0.0292,0.12676,-0.94424,0.30358
0.9,0,0.0294,0.12767,-0.94405,0.30367
0.9,0,0.0296,0.12858,-0.94387,0.30376
0.9,0,0.0298,0.12949,-0.94369,0.30385
0.9,0,0.03,0.1304,-0.94351,0.30394
0.9,0,0.0302,0.13131,-0.94333,0.30403
0.9,0,0.0304,0.13222,-0.94315,0.30412
0.9,0,0.0306,0.13313,-0.94297,0.30421
0.9,0,0.0308,0.13404,-0.94279,0.3043
0.9,0,0.031,0.13495,-0.94261,0.30439
0.9,0,0.0312,0.13586,-0.94243,0.30448
0.9,0,0.0314,0.13677,-0.94225,0.30457
0.9,0,0.0316,0.13768,-0.94207,0.30466
0.9,0,0.0318,0.13859,-0.94188,0.30475
0.9,0,0.032,0.1395,-0.9417,0.30484
0.9,0,0.0322,0.14041,-0.94152,0.30493
0.9,0,0.0324,0.14132,-0.94134,0.30502
0.9,0,0.0326,0.14223,-0.94116,0.30511
0.9,0,0.0328,0.14314,-0.94098,0.3052
0.9,0,0.033,0.14405,-0.9408,0.30528
0.9,0,0.0332,0.14496,-0.94062,0.30537
0.9,0,0.0334,0.14587,-0.94044,0.30546
0.9,0,0.0336,0.14678,-0.94026,0.30555
0.9,0,0.0338,0.14769,-0.94008,0.30564
0.9,0,0.034,0.1486,-0.93989,0.30573
0.9,0,0.0342,0.14951,-0.93971,0.30582
0.9,0,0.0344,0.15042,-0.93953,0.30591
0.9,0,0.0346,0.15133,-0.93935,0.306
0.9,0,0.0348,0.15224,-0.93917,0.30609
0.9,0,0.035,0.15315,-0.93899,0.30618
0.9,0,0.0352,0.15406,-0.93881,0.30627
0.9,0,0.0354,0.15497,-0.93863,0.30636
0.9,0,0.0356,0.15588,-0.93845,0.30645
0.9,0,0.0358,0.15679,-0.93827,0.30654
0.9,0,0.036,0.1577,-0.93809,0.30663
0.9,0,0.0362,0.15861,-0.93791,0.30672
0.9,0,0.0364,0.15952,-0.93772,0.30681
0.9,0,0.0366,0.16043,-0.93754,0.3069
0.9,0,0.0368,0.16134,-0.93736,0.30698
0.9,0,0.037,0.16225,-0.93718,0.30707
0.9,0,0.0372,0.16316,-0.937,0.30716
0.9,0,0.0374,0.16407,-0.93682,0.30725
0.9,0,0.0376,0.16498,-0.93664,0.30734
0.9,0,0.0378,0.16589,-0.93646,0.30743
0.9,0,0.038,0.16679,-0.93628,0.30752
0.9,0,0.0382,0.1677,-0.9361,0.30761
0.9,0,0.0384,0.16861,-0.93592,0.3077
0.9,0,0.0386,0.16952,-0.93573,0.30779
0.9,0,0.0388,0.17043,-0.93555,0.30788
0.9,0,0.039,0.17134,-0.93537,0.30797
0.9,0,0.0392,0.17225,-0.93519,0.30806
0.9,0,0.0394,0.17316,-0.93501,0.30815
0.9,0,0.0396,0.17407,-0.93483,0.30824
0.9,0,0.0398,0.17498,-0.93465,0.30833
0.9,0,0.04,0.17589,-0.93447,0.30842
0.9,0,0.0402,0.1768,-0.93429,0.30851
0.9,0,0.0404,0.17771,-0.93411,0.3086
0.9,0,0.0406,0.17862,-0.93393,0.30868
0.9,0,0.0408,0.17953,-0.93375,0.30877
0.9,0,0.041,0.18044,-0.93356,0.30886
0.9,0,0.0412,0.18135,-0.93338,0.30895
0.9,0,0.0414,0.18226,-0.9332,0.30904
0.9,0,0.0416,0.18317,-0.93302,0.30913
0.9,0,0.0418,0.18408,-0.93284,0.30922
0.9,0,0.042,0.18499,-0.93266,0.30931
0.9,0,0.0422,0.1859,-0.93248,0.3094
0.9,0,0.0424,0.18681,-0.9323,0.30949
0.9,0,0.0426,0.18772,-0.93212,0.30958
0.9,0,0.0428,0.18863,-0.93194,0.30967
0.9,0,0.043,0.18958,-0.93169,0.30978
0.9,0,0.0432,0.19053,-0.93141,0.30991
0.9,0,0.0434,0.19149,-0.93114,0.31004
0.9,0,0.0436,0.19245,-0.93086,0.31016
0.9,0,0.0438,0.19341,-0.93059,0.31029
0.9,0,0.044,0.19437,-0.93031,0.31042
0.9,0,0.0442,0.19533,-0.93004,0.31054
0.9,0,0.0444,0.19629,-0.92976,0.31067
0.9,0,0.0446,0.19725,-0.92949,0.3108
0.9,0,0.0448,0.1982,-0.92921,0.31092
0.9,0,0.045,0.19916,-0.92894,0.31105
0.9,0,0.0452,0.20012,-0.92866,0.31117
0.9,0,0.0454,0.20108,-0.92839,0.3113
0.9,0,0.0456,0.20204,-0.92811,0.31143
0.9,0,0.0458,0.203,-0.92784,0.31155
0.9,0,0.046,0.20396,-0.92756,0.31168
0.9,0,0.0462,0.20492,-0.92729,0.31181
0.9,0,0.0464,0.20587,-0.92701,0.31193
0.9,0,0.0466,0.20683,-0.92674,0.31206
0.9,0,0.0468,0.20779,-0.92646,0.31219
0.9,0,0.047,0.20875,-0.92619,0.31231
0.9,0,0.0472,0.20971,-0.92591,0.31244
0.9,0,0.0474,0.21067,-0.92564,0.31256
0.9,0,0.0476,0.21163,-0.92536,0.31269
0.9,0,0.0478,0.21259,-0.92509,0.31282
0.9,0,0.048,0.21354,-0.92481,0.31294
0.9,0,0.0482,0.2145,-0.92454,0.31307
0.9,0,0.0484,0.21546,-0.92426,0.3132
0.9,0,0.0486,0.21642,-0.92399,0.31332
0.9,0,0.0488,0.21738,-0.92371,0.31345
0.9,0,0.049,0.21834,-0.92344,0.31358
0.9,0,0.0492,0.2193,-0.92316,0.3137
0.9,0,0.0494,0.22026,-0.92289,0.31383
0.9,0,0.0496,0.22121,-0.92261,0.31395
0.9,0,0.0498,0.22217,-0.92234,0.31408
0.9,0,0.05,0.22313,-0.92206,0.31421
0.9,0,0.0502,0.22409,-0.92179,0.31433
0.9,0,0.0504,0.22505,-0.92151,0.31446
0.9,0,0.0506,0.22601,-0.92124,0.31459
0.9,0,0.0508,0.22697,-0.92096,0.31471
0.9,0,0.051,0.22793,-0.92069,0.31484
0.9,0,0.0512,0.22888,-0.92041,0.31497
0.9,0,0.0514,0.22984,-0.92014,0.31509
0.9,0,0.0516,0.2308,-0.91986,0.31522
0.9,0,0.0518,0.23176,-0.91959,0.31534
0.9,0,0.052,0.23272,-0.91931,0.31547
0.9,0,0.0522,0.23368,-0.91904,0.3156
0.9,0,0.0524,0.23464,-0.91876,0.31572
0.9,0,0.0526,0.2356,-0.91849,0.31585
0.9,0,0.0528,0.23656,-0.91821,0.31598
0.9,0,0.053,0.23751,-0.91793,0.3161
0.9,0,0.0532,0.23847,-0.91766,0.31623
0.9,0,0.0534,0.23943,-0.91738,0.31635
0.9,0,0.0536,0.24039,-0.91711,0.31648
0.9,0,0.0538,0.24135,-0.91683,0.31661
0.9,0,0.054,0.24231,-0.91656,0.31673
0.9,0,0.0542,0.24327,-0.91628,0.31686
0.9,0,0.0544,0.24423,-0.91601,0.31699
0.9,0,0.0546,0.24518,-0.91573,0.31711
0.9,0,0.0548,0.24614,-0.91546,0.31724
0.9,0,0.055,0.2471,-0.91518,0.31737
0.9,0,0.0552,0.24806,-0.91491,0.31749
0.9,0,0.0554,0.24902,-0.91463,0.31762
0.9,0,0.0556,0.24998,-0.91436,0.31774
0.9,0,0.0558,0.25094,-0.91408,0.31787
0.9,0,0.056,0.2519,-0.91381,0.318
0.9,0,0.0562,0.25285,-0.91353,0.31812
0.9,0,0.0564,0.25381,-0.91326,0.31825
0.9,0,0.0566,0.25477,-0.91298,0.31838
0.9,0,0.0568,0.25573,-0.91271,0.3185
0.9,0,0.057,0.25669,-0.91243,0.31863
0.9,0,0.0572,0.25766,-0.91213,0.31877
0.9,0,0.0574,0.25868,-0.91173,0.31893
0.9,0,0.0576,0.2597,-0.91134,0.31909
0.9,0,0.0578,0.26072,-0.91095,0.31925
0.9,0,0.058,0.26174,-0.91056,0.31941
0.9,0,0.0582,0.26276,-0.91017,0.31958
0.9,0,0.0584,0.26377,-0.90978,0.31974
0.9,0,0.0586,0.26479,-0.90938,0.3199
0.9,0,0.0588,0.26581,-0.90899,0.32006
0.9,0,0.059,0.26683,-0.9086,0.32023
0.9,0,0.0592,0.26785,-0.90821,0.32039
0.9,0,0.0594,0.26887,-0.90782,0.32055
0.9,0,0.0596,0.26988,-0.90743,0.32071
0.9,0,0.0598,0.2709,-0.90703,0.32088
0.9,0,0.06,0.27192,-0.90664,0.32104
0.9,0,0.0602,0.27294,-0.90625,0.3212
0.9,0,0.0604,0.27396,-0.90586,0.32136
0.9,0,0.0606,0.27497,-0.90547,0.32152
0.9,0,0.0608,0.27599,-0.90508,0.32169
0.9,0,0.061,0.27701,-0.90469,0.32185
0.9,0,0.0612,0.27803,-0.90429,0.32201
0.9,0,0.0614,0.27905,-0.9039,0.32217
0.9,0,0.0616,0.28007,-0.90351,0.32234
0.9,0,0.0618,0.28108,-0.90312,0.3225
0.9,0,0.062,0.2821,-0.90273,0.32266
0.9,0,0.0622,0.28312,-0.90234,0.32282
0.9,0,0.0624,0.28414,-0.90194,0.32298
0.9,0,0.0626,0.28516,-0.90155,0.32315
0.9,0,0.0628,0.28617,-0.90116,0.32331
0.9,0,0.063,0.28719,-0.90077,0.32347
0.9,0,0.0632,0.28821,-0.90038,0.32363
0.9,0,0.0634,0.28923,-0.89999,0.3238
0.9,0,0.0636,0.29025,-0.89959,0.32396
0.9,0,0.0638,0.29127,-0.8992,0.32412
0.9,0,0.064,0.29228,-0.89881,0.32428
0.9,0,0.0642,0.2933,-0.89842,0.32444
0.9,0,0.0644,0.29432,-0.89803,0.32461
0.9,0,0.0646,0.29534,-0.89764,0.32477
0.9,0,0.0648,0.29636,-0.89725,0.32493
0.9,0,0.065,0.29737,-0.89685,0.32509
0.9,0,0.0652,0.29839,-0.89646,0.32526
0.9,0,0.0654,0.29941,-0.89607,0.32542
0.9,0,0.0656,0.30043,-0.89568,0.32558
0.9,0,0.0658,0.30145,-0.89529,0.32574
0.9,0,0.066,0.30247,-0.8949,0.3259
0.9,0,0.0662,0.30348,-0.8945,0.32607
0.9,0,0.0664,0.3045,-0.89411,0.32623
0.9,0,0.0666,0.30552,-0.89372,0.32639
0.9,0,0.0668,0.30654,-0.89333,0.32655
0.9,0,0.067,0.30756,-0.89294,0.32672
0.9,0,0.0672,0.30857,-0.89255,0.32688
0.9,0,0.0674,0.30959,-0.89215,0.32704
0.9,0,0.0676,0.31061,-0.89176,0.3272
0.9,0,0.0678,0.31163,-0.89137,0.32737
0.9,0,0.068,0.31265,-0.89098,0.32753
0.9,0,0.0682,0.31367,-0.89059,0.32769
0.9,0,0.0684,0.31468,-0.8902,0.32785
0.9,0,0.0686,0.3157,-0.88981,0.32801
0.9,0,0.0688,0.31672,-0.88941,0.32818
0.9,0,0.069,0.31774,-0.88902,0.32834
0.9,0,0.0692,0.31876,-0.88863,0.3285
0.9,0,0.0694,0.31977,-0.88824,0.32866
0.9,0,0.0696,0.32079,-0.88785,0.32883
0.9,0,0.0698,0.32181,-0.88746,0.32899
0.9,0,0.07,0.32283,-0.88706,0.32915
0.9,0,0.0702,0.32385,-0.88667,0.32931
0.9,0,0.0704,0.32487,-0.88628,0.32947
0.9,0,0.0706,0.32588,-0.88589,0.32964
0.9,0,0.0708,0.3269,-0.8855,0.3298
0.9,0,0.071,0.32792,-0.88511,0.32996
0.9,0,0.0712,0.32894,-0.88471,0.33012
0.9,0,0.0714,0.32996,-0.88432,0.33029
0.9,0,0.0716,0.33102,-0.88381,0.33048
0.9,0,0.0718,0.33209,-0.88327,0.33069
0.9,0,0.072,0.33316,-0.88274,0.33089
0.9,0,0.0722,0.33424,-0.8822,0.3311
0.9,0,0.0724,0.33531,-0.88166,0.3313
0.9,0,0.0726,0.33638,-0.88113,0.33151
0.9,0,0.0728,0.33745,-0.88059,0.33171
0.9,0,0.073,0.33852,-0.88006,0.33192
0.9,0,0.0732,0.33959,-0.87952,0.33212
0.9,0,0.0734,0.34066,-0.87898,0.33232
0.9,0,0.0736,0.34174,-0.87845,0.33253
0.9,0,0.0738,0.34281,-0.87791,0.33273
0.9,0,0.074,0.34388,-0.87738,0.33294
0.9,0,0.0742,0.34495,-0.87684,0.33314
0.9,0,0.0744,0.34602,-0.8763,0.33335
0.9,0,0.0746,0.34709,-0.87577,0.33355
0.9,0,0.0748,0.34816,-0.87523,0.33376
0.9,0,0.075,0.34924,-0.8747,0.33396
0.9,0,0.0752,0.35031,-0.87416,0.33416
0.9,0,0.0754,0.35138,-0.87362,0.33437
0.9,0,0.0756,0.35245,-0.87309,0.33457
0.9,0,0.0758,0.35352,-0.87255,0.33478
0.9,0,0.076,0.35459,-0.87201,0.33498
0.9,0,0.0762,0.35567,-0.87148,0.33519
0.9,0,0.0764,0.35674,-0.87094,0.33539
0.9,0,0.0766,0.35781,-0.87041,0.3356
0.9,0,0.0768,0.35888,-0.86987,0.3358
0.9,0,0.077,0.35995,-0.86933,0.336
0.9,0,0.0772,0.36102,-0.8688,0.33621
