"x","y","z","mx","my","mz"
46.116,0,-10.5,0.11937,0.12068,0.9854
46.207,0,-10.5,0.11773,0.11903,0.9858
46.299,0,-10.5,0.11608,0.11731,0.98621
46.391,0,-10.5,0.11442,0.1156,0.98662
46.482,0,-10.5,0.11277,0.11388,0.98703
46.573,0,-10.5,0.11112,0.11216,0.98744
46.665,0,-10.5,0.10948,0.11048,0.98782
46.757,0,-10.5,0.10788,0.10884,0.98815
46.848,0,-10.5,0.10628,0.1072,0.98849
46.94,0,-10.5,0.10468,0.10556,0.98883
47.031,0,-10.5,0.10306,0.10392,0.98916
47.122,0,-10.5,0.10141,0.10228,0.9895
47.214,0,-10.5,0.099758,0.10065,0.98984
47.306,0,-10.5,0.098105,0.099015,0.99018
47.397,0,-10.5,0.096453,0.09738,0.99052
47.488,0,-10.5,0.0948,0.095745,0.99086
47.58,0,-10.5,0.09318,0.094129,0.99118
47.671,0,-10.5,0.09161,0.092544,0.99145
47.763,0,-10.5,0.09004,0.09096,0.99172
47.855,0,-10.5,0.08847,0.089375,0.99199
47.946,0,-10.5,0.086901,0.087791,0.99226
48.037,0,-10.5,0.085331,0.086206,0.99253
48.129,0,-10.5,0.083761,0.084622,0.99279
48.221,0,-10.5,0.082191,0.083037,0.99306
