"x","y","z","mx","my","mz"
0.1026,0,0.1,-0.5164,0.73171,-0.43916
0.1035,0,0.1,-0.51906,0.73437,-0.43156
0.1044,0,0.1,-0.52121,0.73713,-0.42375
0.1053,0,0.1,-0.52335,0.73989,-0.41595
0.1062,0,0.1,-0.52549,0.74265,-0.40814
0.1071,0,0.1,-0.52764,0.74541,-0.40033
0.108,0,0.1,-0.52978,0.74817,-0.39252
0.1089,0,0.1,-0.53192,0.75093,-0.38471
0.1098,0,0.1,-0.53406,0.75369,-0.37691
0.1107,0,0.1,-0.53621,0.75645,-0.3691
0.1116,0,0.1,-0.53835,0.75921,-0.36129
0.1125,0,0.1,-0.54036,0.76129,-0.3536
0.1134,0,0.1,-0.54235,0.76325,-0.34594
0.1143,0,0.1,-0.54434,0.7652,-0.33827
0.1152,0,0.1,-0.54633,0.76716,-0.33061
0.1161,0,0.1,-0.54832,0.76911,-0.32295
0.117,0,0.1,-0.5503,0.77107,-0.31528
0.1179,0,0.1,-0.55224,0.77299,-0.30759
0.1188,0,0.1,-0.5539,0.77478,-0.29976
0.1197,0,0.1,-0.55557,0.77656,-0.29193
0.1206,0,0.1,-0.55723,0.77835,-0.2841
0.1215,0,0.1,-0.55889,0.78013,-0.27627
0.1224,0,0.1,-0.56056,0.78192,-0.26844
0.1233,0,0.1,-0.56198,0.78334,-0.26081
0.1242,0,0.1,-0.56332,0.78463,-0.25325
0.1251,0,0.1,-0.56467,0.78593,-0.2457
0.126,0,0.1,-0.56601,0.78723,-0.23814
0.1269,0,0.1,-0.56736,0.78853,-0.23058
0.1278,0,0.1,-0.5687,0.78983,-0.22302
0.1287,0,0.1,-0.57005,0.79113,-0.21546
0.1296,0,0.1,-0.5714,0.79243,-0.20791
0.1305,0,0.1,-0.57274,0.79373,-0.20035
0.1314,0,0.1,-0.57409,0.79503,-0.19279
0.1323,0,0.1,-0.57551,0.79624,-0.18514
0.1332,0,0.1,-0.57684,0.79707,-0.17754
0.1341,0,0.1,-0.57779,0.79763,-0.17001
0.135,0,0.1,-0.57873,0.79819,-0.16247
0.1359,0,0.1,-0.57968,0.79874,-0.15494
0.1368,0,0.1,-0.58062,0.7993,-0.1474
0.1377,0,0.1,-0.58157,0.79985,-0.13987
0.1386,0,0.1,-0.58251,0.80041,-0.13233
0.1395,0,0.1,-0.58345,0.80097,-0.12479
0.1404,0,0.1,-0.5844,0.80152,-0.11726
0.1413,0,0.1,-0.58534,0.80208,-0.10972
0.1422,0,0.1,-0.58629,0.80264,-0.10219
0.1431,0,0.1,-0.58713,0.80306,-0.09475
0.144,0,0.1,-0.58773,0.80318,-0.087538
0.1449,0,0.1,-0.58834,0.80331,-0.080327
0.1458,0,0.1,-0.58894,0.80343,-0.073116
0.1467,0,0.1,-0.58954,0.80355,-0.065905
0.1476,0,0.1,-0.59015,0.80367,-0.058694
0.1485,0,0.1,-0.59075,0.80379,-0.051483
0.1494,0,0.1,-0.59135,0.80392,-0.044272
0.1503,0,0.1,-0.59183,0.80405,-0.036964
0.1512,0,0.1,-0.59219,0.80418,-0.029564
0.1521,0,0.1,-0.59254,0.80432,-0.022163
0.153,0,0.1,-0.5929,0.80445,-0.014763
0.1539,0,0.1,-0.5932,0.80434,-0.0076392
0.1548,0,0.1,-0.59344,0.80398,-0.00079949
0.1557,0,0.1,-0.59368,0.80362,0.0060402
0.1566,0,0.1,-0.59393,0.80324,0.012896
0.1575,0,0.1,-0.59428,0.80256,0.019933
0.1584,0,0.1,-0.59464,0.80188,0.026971
0.1593,0,0.1,-0.59499,0.80121,0.034008
0.1602,0,0.1,-0.59534,0.80053,0.041046
0.1611,0,0.1,-0.59569,0.79985,0.048083
0.162,0,0.1,-0.59604,0.79918,0.05512
0.1629,0,0.1,-0.5964,0.7985,0.062158
0.1638,0,0.1,-0.59675,0.79782,0.069195
0.1647,0,0.1,-0.5971,0.79715,0.076232
0.1656,0,0.1,-0.59716,0.79638,0.082947
0.1665,0,0.1,-0.59697,0.79552,0.08937
0.1674,0,0.1,-0.59677,0.79467,0.095793
0.1683,0,0.1,-0.59658,0.79382,0.10222
0.1692,0,0.1,-0.59638,0.79296,0.10864
0.1701,0,0.1,-0.59619,0.79211,0.11506
0.171,0,0.1,-0.596,0.79126,0.12149
0.1719,0,0.1,-0.5958,0.7904,0.12791
0.1728,0,0.1,-0.59561,0.78955,0.13433
0.1737,0,0.1,-0.59541,0.7887,0.14075
0.1746,0,0.1,-0.59522,0.78784,0.14718
0.1755,0,0.1,-0.59502,0.78699,0.1536
0.1764,0,0.1,-0.59483,0.78614,0.16002
0.1773,0,0.1,-0.59463,0.78528,0.16645
0.1782,0,0.1,-0.59444,0.78443,0.17287
0.1791,0,0.1,-0.59424,0.78358,0.17929
0.18,0,0.1,-0.59397,0.78271,0.18575
0.1809,0,0.1,-0.59342,0.78129,0.19185
0.1818,0,0.1,-0.59288,0.77983,0.19799
0.1827,0,0.1,-0.59235,0.77837,0.20412
0.1836,0,0.1,-0.59181,0.77692,0.21026
0.1845,0,0.1,-0.59127,0.77546,0.21639
0.1854,0,0.1,-0.59074,0.774,0.22253
0.1863,0,0.1,-0.5902,0.77254,0.22866
0.1872,0,0.1,-0.58967,0.77109,0.2348
0.1881,0,0.1,-0.58913,0.76963,0.24093
0.189,0,0.1,-0.5886,0.76817,0.24706
0.1899,0,0.1,-0.58806,0.76671,0.2532
0.1908,0,0.1,-0.58752,0.76525,0.25933
0.1917,0,0.1,-0.58699,0.7638,0.26547
0.1926,0,0.1,-0.58645,0.76234,0.2716
0.1935,0,0.1,-0.58586,0.76079,0.27757
0.1944,0,0.1,-0.58512,0.75904,0.28315
0.1953,0,0.1,-0.58438,0.75729,0.28873
0.1962,0,0.1,-0.58365,0.75555,0.2943
0.1971,0,0.1,-0.58291,0.7538,0.29988
0.198,0,0.1,-0.58218,0.75205,0.30546
0.1989,0,0.1,-0.58144,0.7503,0.31104
0.1998,0,0.1,-0.5807,0.74855,0.31662
0.2007,0,0.1,-0.57997,0.7468,0.3222
0.2016,0,0.1,-0.57923,0.74505,0.32778
0.2025,0,0.1,-0.57852,0.74327,0.33339
0.2034,0,0.1,-0.57783,0.74145,0.33902
0.2043,0,0.1,-0.57714,0.73964,0.34465
0.2052,0,0.1,-0.57645,0.73783,0.35028
0.2061,0,0.1,-0.57574,0.73575,0.35556
0.207,0,0.1,-0.57502,0.73367,0.36083
0.2079,0,0.1,-0.57405,0.73172,0.36599
0.2088,0,0.1,-0.57284,0.72991,0.37103
0.2097,0,0.1,-0.57164,0.72809,0.37608
0.2106,0,0.1,-0.57043,0.72627,0.38112
0.2115,0,0.1,-0.56922,0.72445,0.38617
0.2124,0,0.1,-0.56801,0.72263,0.39121
0.2133,0,0.1,-0.5668,0.72081,0.39626
0.2142,0,0.1,-0.56559,0.71899,0.4013
0.2151,0,0.1,-0.56438,0.71717,0.40635
0.216,0,0.1,-0.56317,0.71535,0.41139
0.2169,0,0.1,-0.56196,0.71354,0.41644
0.2178,0,0.1,-0.56076,0.71172,0.42149
0.2187,0,0.1,-0.55955,0.7099,0.42653
0.2196,0,0.1,-0.55834,0.70808,0.43158
0.2205,0,0.1,-0.55746,0.70575,0.43644
0.2214,0,0.1,-0.55664,0.70335,0.44127
0.2223,0,0.1,-0.55566,0.70102,0.44603
0.2232,0,0.1,-0.55444,0.69883,0.45065
0.2241,0,0.1,-0.55321,0.69663,0.45526
0.225,0,0.1,-0.55199,0.69443,0.45988
0.2259,0,0.1,-0.55077,0.69224,0.4645
0.2268,0,0.1,-0.54955,0.69004,0.46912
0.2277,0,0.1,-0.54833,0.68784,0.47374
0.2286,0,0.1,-0.5471,0.68565,0.47835
0.2295,0,0.1,-0.54588,0.68345,0.48297
0.2304,0,0.1,-0.54466,0.68125,0.48759
0.2313,0,0.1,-0.54344,0.67906,0.49221
0.2322,0,0.1,-0.54222,0.67686,0.49683
0.2331,0,0.1,-0.54099,0.67466,0.50144
0.234,0,0.1,-0.53977,0.67246,0.50601
0.2349,0,0.1,-0.53852,0.67021,0.51023
0.2358,0,0.1,-0.53728,0.66796,0.51445
0.2367,0,0.1,-0.53586,0.66562,0.51872
0.2376,0,0.1,-0.53439,0.66326,0.523
0.2385,0,0.1,-0.53292,0.6609,0.52728
0.2394,0,0.1,-0.53145,0.65853,0.53156
0.2403,0,0.1,-0.52998,0.65617,0.53584
0.2412,0,0.1,-0.52851,0.65381,0.54013
0.2421,0,0.1,-0.52704,0.65144,0.54441
0.243,0,0.1,-0.52557,0.64908,0.54869
0.2439,0,0.1,-0.5241,0.64672,0.55297
0.2448,0,0.1,-0.52263,0.64436,0.55726
0.2457,0,0.1,-0.52119,0.64197,0.56145
0.2466,0,0.1,-0.51985,0.63951,0.5654
0.2475,0,0.1,-0.51851,0.63706,0.56935
0.2484,0,0.1,-0.51716,0.6346,0.5733
0.2493,0,0.1,-0.51582,0.63215,0.57725
0.2502,0,0.1,-0.51447,0.62969,0.58119
0.2511,0,0.1,-0.51313,0.62724,0.58514
0.252,0,0.1,-0.51165,0.62487,0.58896
0.2529,0,0.1,-0.50998,0.62262,0.5926
0.2538,0,0.1,-0.50832,0.62038,0.59624
0.2547,0,0.1,-0.50665,0.61813,0.59989
0.2556,0,0.1,-0.50499,0.61589,0.60353
0.2565,0,0.1,-0.50333,0.61364,0.60717
0.2574,0,0.1,-0.50166,0.6114,0.61081
0.2583,0,0.1,-0.5,0.60915,0.61445
0.2592,0,0.1,-0.49833,0.60691,0.6181
0.2601,0,0.1,-0.49667,0.60466,0.62174
0.261,0,0.1,-0.49514,0.60219,0.62539
0.2619,0,0.1,-0.49372,0.59955,0.62904
0.2628,0,0.1,-0.4923,0.59691,0.63269
0.2637,0,0.1,-0.49088,0.59426,0.63635
0.2646,0,0.1,-0.48946,0.59162,0.64
0.2655,0,0.1,-0.48804,0.58898,0.64365
0.2664,0,0.1,-0.48647,0.5865,0.64699
0.2673,0,0.1,-0.48486,0.58408,0.65023
0.2682,0,0.1,-0.48325,0.58165,0.65348
0.2691,0,0.1,-0.48164,0.57923,0.65673
0.27,0,0.1,-0.48003,0.5768,0.65997
0.2709,0,0.1,-0.47842,0.57438,0.66322
0.2718,0,0.1,-0.47681,0.57195,0.66647
0.2727,0,0.1,-0.47511,0.56953,0.66977
0.2736,0,0.1,-0.47334,0.5671,0.67312
0.2745,0,0.1,-0.47157,0.56468,0.67646
0.2754,0,0.1,-0.4698,0.56225,0.6798
0.2763,0,0.1,-0.46804,0.55982,0.68315
0.2772,0,0.1,-0.46627,0.5574,0.68649
0.2781,0,0.1,-0.4645,0.55497,0.68983
0.279,0,0.1,-0.46274,0.55251,0.69291
0.2799,0,0.1,-0.46098,0.55005,0.69596
0.2808,0,0.1,-0.45921,0.54759,0.69901
0.2817,0,0.1,-0.45745,0.54512,0.70206
0.2826,0,0.1,-0.45572,0.54266,0.70506
0.2835,0,0.1,-0.45407,0.54019,0.70795
0.2844,0,0.1,-0.45242,0.53773,0.71083
0.2853,0,0.1,-0.45076,0.53526,0.71372
0.2862,0,0.1,-0.44911,0.53279,0.71661
0.2871,0,0.1,-0.44746,0.53033,0.7195
0.288,0,0.1,-0.44581,0.52786,0.72238
0.2889,0,0.1,-0.44415,0.52539,0.72527
0.2898,0,0.1,-0.4425,0.52292,0.72816
0.2907,0,0.1,-0.44085,0.52046,0.73105
0.2916,0,0.1,-0.43911,0.51805,0.73385
0.2925,0,0.1,-0.43724,0.51575,0.73651
0.2934,0,0.1,-0.43537,0.51344,0.73917
0.2943,0,0.1,-0.4335,0.51114,0.74184
0.2952,0,0.1,-0.43163,0.50883,0.7445
0.2961,0,0.1,-0.42985,0.5064,0.74715
0.297,0,0.1,-0.42815,0.50385,0.7498
0.2979,0,0.1,-0.42645,0.5013,0.75245
0.2988,0,0.1,-0.42475,0.49875,0.7551
0.2997,0,0.1,-0.42306,0.49621,0.75775
0.3006,0,0.1,-0.42136,0.49366,0.7604
0.3015,0,0.1,-0.41966,0.49111,0.76304
0.3024,0,0.1,-0.41796,0.48856,0.76569
0.3033,0,0.1,-0.41622,0.48608,0.76817
0.3042,0,0.1,-0.41445,0.48363,0.77057
0.3051,0,0.1,-0.41268,0.48118,0.77297
0.306,0,0.1,-0.41091,0.47873,0.77537
0.3069,0,0.1,-0.40914,0.47628,0.77776
0.3078,0,0.1,-0.40737,0.47383,0.78016
0.3087,0,0.1,-0.4056,0.47138,0.78256
0.3096,0,0.1,-0.40384,0.46893,0.78496
0.3105,0,0.1,-0.40207,0.46648,0.78735
0.3114,0,0.1,-0.4003,0.46403,0.78975
0.3123,0,0.1,-0.39853,0.46158,0.79215
0.3132,0,0.1,-0.39684,0.4591,0.79449
0.3141,0,0.1,-0.39517,0.45661,0.79682
0.315,0,0.1,-0.3935,0.45413,0.79915
0.3159,0,0.1,-0.39183,0.45164,0.80148
0.3168,0,0.1,-0.38992,0.44936,0.80359
0.3177,0,0.1,-0.388,0.44709,0.80569
0.3186,0,0.1,-0.38608,0.44483,0.80779
0.3195,0,0.1,-0.38416,0.44256,0.80989
0.3204,0,0.1,-0.38224,0.4403,0.81199
0.3213,0,0.1,-0.38032,0.43803,0.81409
0.3222,0,0.1,-0.3784,0.43577,0.81619
0.3231,0,0.1,-0.37648,0.4335,0.81829
0.324,0,0.1,-0.37456,0.43123,0.82039
0.3249,0,0.1,-0.37273,0.42882,0.8225
0.3258,0,0.1,-0.37098,0.4263,0.82463
0.3267,0,0.1,-0.36922,0.42377,0.82675
0.3276,0,0.1,-0.36746,0.42124,0.82887
0.3285,0,0.1,-0.3657,0.41871,0.831
0.3294,0,0.1,-0.36394,0.41618,0.83312
0.3303,0,0.1,-0.36217,0.41384,0.83497
0.3312,0,0.1,-0.36039,0.41152,0.83681
0.3321,0,0.1,-0.35861,0.40919,0.83864
0.333,0,0.1,-0.35683,0.40687,0.84047
0.3339,0,0.1,-0.35506,0.40454,0.84231
0.3348,0,0.1,-0.35328,0.40221,0.84414
0.3357,0,0.1,-0.3515,0.39989,0.84597
0.3366,0,0.1,-0.34972,0.39756,0.8478
0.3375,0,0.1,-0.34795,0.39524,0.84964
0.3384,0,0.1,-0.34617,0.39291,0.85147
0.3393,0,0.1,-0.34439,0.39058,0.8533
0.3402,0,0.1,-0.34261,0.38826,0.85514
0.3411,0,0.1,-0.34083,0.38593,0.85698
0.342,0,0.1,-0.33894,0.38356,0.85887
0.3429,0,0.1,-0.33706,0.38119,0.86076
0.3438,0,0.1,-0.33518,0.37889,0.86257
0.3447,0,0.1,-0.33328,0.37673,0.86419
0.3456,0,0.1,-0.33148,0.37444,0.8658
0.3465,0,0.1,-0.32967,0.37214,0.86741
0.3474,0,0.1,-0.32787,0.36983,0.86901
0.3483,0,0.1,-0.32607,0.36753,0.87062
0.3492,0,0.1,-0.32426,0.36523,0.87222
0.3501,0,0.1,-0.32246,0.36293,0.87383
0.351,0,0.1,-0.32066,0.36062,0.87543
0.3519,0,0.1,-0.31886,0.35832,0.87704
0.3528,0,0.1,-0.31705,0.35602,0.87864
0.3537,0,0.1,-0.31525,0.35371,0.88025
0.3546,0,0.1,-0.31344,0.3514,0.88186
0.3555,0,0.1,-0.31164,0.34909,0.88347
0.3564,0,0.1,-0.30983,0.34678,0.88509
0.3573,0,0.1,-0.30802,0.34447,0.8867
0.3582,0,0.1,-0.30622,0.34217,0.88831
0.3591,0,0.1,-0.30441,0.33997,0.88975
0.36,0,0.1,-0.3026,0.33781,0.89114
0.3609,0,0.1,-0.3008,0.33565,0.89253
0.3618,0,0.1,-0.29899,0.33349,0.89392
0.3627,0,0.1,-0.29716,0.33133,0.89531
0.3636,0,0.1,-0.29532,0.32918,0.8967
0.3645,0,0.1,-0.29347,0.32703,0.8981
0.3654,0,0.1,-0.29163,0.32487,0.8995
0.3663,0,0.1,-0.28979,0.32272,0.90089
0.3672,0,0.1,-0.28795,0.32057,0.90229
0.3681,0,0.1,-0.28611,0.31841,0.90368
0.369,0,0.1,-0.28425,0.31627,0.90505
0.3699,0,0.1,-0.28236,0.31413,0.90635
0.3708,0,0.1,-0.28051,0.31196,0.90764
0.3717,0,0.1,-0.27873,0.30975,0.90889
0.3726,0,0.1,-0.27694,0.30754,0.91015
0.3735,0,0.1,-0.27516,0.30533,0.9114
0.3744,0,0.1,-0.27337,0.30312,0.91265
0.3753,0,0.1,-0.27159,0.30091,0.9139
0.3762,0,0.1,-0.2698,0.2987,0.91516
0.3771,0,0.1,-0.26801,0.29649,0.91641
0.378,0,0.1,-0.26623,0.29428,0.91766
0.3789,0,0.1,-0.26444,0.29206,0.91892
0.3798,0,0.1,-0.26266,0.28985,0.92017
0.3807,0,0.1,-0.26087,0.28764,0.92142
0.3816,0,0.1,-0.25908,0.28546,0.92265
0.3825,0,0.1,-0.25722,0.28348,0.92377
0.3834,0,0.1,-0.25535,0.2815,0.92488
0.3843,0,0.1,-0.25349,0.27952,0.92599
0.3852,0,0.1,-0.25171,0.27747,0.92705
0.3861,0,0.1,-0.24994,0.2754,0.9281
0.387,0,0.1,-0.24818,0.27334,0.92915
0.3879,0,0.1,-0.24641,0.27127,0.9302
0.3888,0,0.1,-0.24465,0.2692,0.93125
0.3897,0,0.1,-0.24288,0.26714,0.9323
0.3906,0,0.1,-0.24111,0.26507,0.93335
0.3915,0,0.1,-0.23935,0.26295,0.93442
0.3924,0,0.1,-0.23759,0.26082,0.93549
0.3933,0,0.1,-0.23582,0.25869,0.93657
0.3942,0,0.1,-0.23406,0.25655,0.93764
0.3951,0,0.1,-0.23229,0.25442,0.93872
0.396,0,0.1,-0.23053,0.25231,0.93976
0.3969,0,0.1,-0.22879,0.25032,0.94067
0.3978,0,0.1,-0.22704,0.24832,0.94157
0.3987,0,0.1,-0.22529,0.24633,0.94247
0.3996,0,0.1,-0.22355,0.24433,0.94338
0.4005,0,0.1,-0.2218,0.24233,0.94428
0.4014,0,0.1,-0.22005,0.24034,0.94518
0.4023,0,0.1,-0.21831,0.23834,0.94609
0.4032,0,0.1,-0.21656,0.23635,0.94699
0.4041,0,0.1,-0.21481,0.23435,0.94789
0.405,0,0.1,-0.21307,0.23236,0.94879
0.4059,0,0.1,-0.21132,0.23036,0.9497
0.4068,0,0.1,-0.20958,0.22836,0.9506
0.4077,0,0.1,-0.20783,0.22637,0.9515
0.4086,0,0.1,-0.20616,0.22432,0.9524
0.4095,0,0.1,-0.20448,0.22227,0.95329
0.4104,0,0.1,-0.20274,0.22029,0.95408
0.4113,0,0.1,-0.201,0.21831,0.95487
0.4122,0,0.1,-0.19925,0.21633,0.95565
0.4131,0,0.1,-0.19749,0.21436,0.95643
0.414,0,0.1,-0.19574,0.21239,0.95721
0.4149,0,0.1,-0.19398,0.21041,0.95799
